suffix,reputation,popularity,level,branches,leaves,cnt,cntPos,cntNeg,isPSL,features
no.eidskog,0,0.0135,2,0,0,2,0,0,1,"no.eidskog: no.eid,skog"
no.xn--oppegrd-ixa,0,0.0139,2,0,0,2,0,0,1,"no.oppegård: no.opp,eg,å,rd #IDN"
no.xn--snsa-roa,0,0,2,0,0,1,0,0,1,"no.snåsa: no.sn,å,sa #IDN"
no.xn--h-2fa,0,0,2,0,0,1,0,0,1,"no.hå: no.h,å #IDN"
no.xn--brnny-wuac,0,0,2,0,0,1,0,0,1,"no.brønnøy: no.br,ø,nn,ø,y #IDN"
no.skanland,0,0.0141,2,0,0,2,0,0,1,"no.skanland: no.skan,land"
no.ibestad,0,0.0146,2,0,0,2,0,0,1,"no.ibestad: no.ibes,tad"
no.xn--loabt-0qa,0,0,2,0,0,1,0,0,1,"no.loabát: no.loa,b,á,t #IDN"
no.kraanghke,0,0.0132,2,0,0,2,0,0,1,"no.kraanghke: no.kraan,ghk,e"
no.hornindal,0,0.0146,2,0,0,2,0,0,1,"no.hornindal: no.horni,ndal"
no.vestfold,0,0.0129,2,1,1,2,0,0,1,"no.vestfold: no.vest,fold"
no.vestfold.sande,0,0.0129,3,0,0,2,0,0,1,"no.vestfold.sande: no.vest,fold.sand,e|n,o.ve,stf,old.sand,e"
no.verdal,0,0.0139,2,0,0,2,0,0,1,"no.verdal: no.verda,l"
no.kragero,0,0.0132,2,0,0,2,0,0,1,"no.kragero: no.krag,ero"
no.rennebu,0,0.0142,2,0,0,2,0,0,1,"no.rennebu: no.renne,bu"
no.xn--rady-ira,0,0,2,0,0,1,0,0,1,"no.radøy: no.rad,ø,y #IDN"
no.gjesdal,0,0.0163,2,0,0,2,0,0,1,"no.gjesdal: no.gje,sdal"
no.nord-fron,0,0.013,2,0,0,2,0,0,1,"no.nord-fron: no.nord,-,fro,n"
no.nord-aurdal,0,0.0143,2,0,0,2,0,0,1,"no.nord-aurdal: no.nord,-,aur,dal"
no.bokn,0,0,2,0,0,1,0,0,1,"no.bokn: no.bokn"
no.karasjohka,0,0.0133,2,0,0,2,0,0,1,"no.karasjohka: no.kara,sjo,hka"
no.divttasvuotna,0,0,2,0,0,1,0,0,1,"no.divttasvuotna: no.divt,tas,vu,otn,a"
no.xn--smna-gra,0,0,2,0,0,1,0,0,1,"no.sømna: no.s,ø,mna #IDN"
no.evenassi,0,0.0135,2,0,0,2,0,0,1,"no.evenassi: no.even,assi"
no.samnanger,0,0.0129,2,0,0,2,0,0,1,"no.samnanger: no.samn,anger"
no.xn--rennesy-v1a,0,0,2,0,0,1,0,0,1,"no.rennesøy: no.rennes,ø,y #IDN"
no.hobol,0,0.0134,2,0,0,2,0,0,1,"no.hobol: no.hobo,l"
no.froya,-1,0.0176,2,1,1,3,0,1,1,"no.froya: no.froya"
no.rendalen,0,0.0142,2,0,0,2,0,0,1,"no.rendalen: no.renda,len"
no.xn--hgebostad-g3a,0,0,2,0,0,1,0,0,1,"no.hægebostad: no.h,æ,geb,osta,d #IDN"
no.mosjoen,0,0.0143,2,0,0,2,0,0,1,"no.mosjoen: no.mos,joen"
no.lorenskog,0,0.0132,2,0,0,2,0,0,1,"no.lorenskog: no.loren,skog"
no.dielddanuorri,0,0.0148,2,0,0,2,0,0,1,"no.dielddanuorri: no.die,ldd,anuo,rri"
no.xn--vard-jra,0,0,2,0,0,1,0,0,1,"no.vardø: no.vard,ø #IDN"
no.vagan,0,0,2,0,0,1,0,0,1,"no.vagan: no.vaga,n"
no.bykle,0,0.0137,2,0,0,2,0,0,1,"no.bykle: no.byk,le"
no.xn--hnefoss-q1a,0,0,2,0,0,1,0,0,1,"no.hønefoss: no.h,ø,nef,oss #IDN"
no.xn--mli-tla,0,0,2,0,0,1,0,0,1,"no.åmli: no.å,mli #IDN"
no.eidsberg,0,0.0148,2,0,0,2,0,0,1,"no.eidsberg: no.eid,sber,g"
no.modum,0,0.0143,2,0,0,2,0,0,1,"no.modum: no.modum"
no.tonsberg,0,0.014,2,0,0,2,0,0,1,"no.tonsberg: no.tons,berg"
no.mosvik,0,0.0143,2,0,0,2,0,0,1,"no.mosvik: no.mos,vik"
no.stjordalshalsen,0,0.0128,2,0,0,2,0,0,1,"no.stjordalshalsen: no.stjo,rda,lsh,alsen"
no.bjerkreim,0,0,2,0,0,1,0,0,1,"no.bjerkreim: no.bje,rkre,im"
no.idrett,-1,0.0204,2,0,0,3,0,1,1,"no.idrett: no.idrett"
no.raholt,0,0.0142,2,0,0,2,0,0,1,"no.raholt: no.raho,lt"
no.xn--bjddar-pta,0,0,2,0,0,1,0,0,1,"no.bájddar: no.b,á,jdd,ar #IDN"
no.tolga,0,0,2,0,0,1,0,0,1,"no.tolga: no.tolg,a"
no.xn--gjvik-wua,0,0.0126,2,0,0,2,0,0,1,"no.gjøvik: no.gj,ø,vik #IDN"
no.sarpsborg,0,0.0141,2,0,0,2,0,0,1,"no.sarpsborg: no.sarps,borg"
no.kommune,-1,0.1221,2,52,52,55,0,53,1,"no.kommune: no.kommune"
no.moss,0,0.0143,2,0,0,2,0,0,1,"no.moss: no.moss"
no.hoylandet,0,0.0134,2,0,0,2,0,0,1,"no.hoylandet: no.hoyl,ande,t"
no.xn--skjervy-v1a,0,0,2,0,0,1,0,0,1,"no.skjervøy: no.skjer,v,ø,y #IDN"
no.andasuolo,0,0.015,2,0,0,2,0,0,1,"no.andasuolo: no.anda,suo,lo"
no.unjarga,0,0.014,2,0,0,2,0,0,1,"no.unjarga: no.unja,rga"
no.laakesvuemie,0,0.0145,2,0,0,2,0,0,1,"no.laakesvuemie: no.laak,esv,uem,ie"
no.tingvoll,0,0.0127,2,0,0,2,0,0,1,"no.tingvoll: no.ting,voll"
no.alta,0,0.015,2,0,0,2,0,0,1,"no.alta: no.alta"
no.xn--vgan-qoa,0,0,2,0,0,1,0,0,1,"no.vågan: no.v,å,gan #IDN"
no.jondal,0,0.0145,2,0,0,2,0,0,1,"no.jondal: no.jon,dal"
no.flesberg,0,0.0148,2,0,0,2,0,0,1,"no.flesberg: no.fles,berg"
no.nesset,0,0.0143,2,0,0,2,0,0,1,"no.nesset: no.ness,et"
no.tokke,0,0.014,2,0,0,2,0,0,1,"no.tokke: no.tokk,e"
no.malvik,0,0,2,0,0,1,0,0,1,"no.malvik: no.malvi,k"
no.overhalla,0,0.0142,2,0,0,2,0,0,1,"no.overhalla: no.over,hall,a"
no.sel,0,0.0141,2,0,0,2,0,0,1,"no.sel: no.sel"
no.oygarden,0,0.0152,2,0,0,2,0,0,1,"no.oygarden: no.oy,garden"
no.fitjar,0,0.0148,2,0,0,2,0,0,1,"no.fitjar: no.fit,jar"
no.xn--bhccavuotna-k7a,0,0,2,0,0,1,0,0,1,"no.báhccavuotna: no.b,á,hcca,vu,otn,a #IDN"
no.xn--seral-lra,0,0,2,0,0,1,0,0,1,"no.åseral: no.å,sera,l #IDN"
no.masfjorden,0,0.0144,2,0,0,2,0,0,1,"no.masfjorden: no.masf,jorde,n"
no.bajddar,0,0.015,2,0,0,2,0,0,1,"no.bajddar: no.baj,ddar"
no.balat,0,0.0137,2,0,0,2,0,0,1,"no.balat: no.bala,t"
no.gildeskal,0,0.0147,2,0,0,2,0,0,1,"no.gildeskal: no.gild,eska,l"
no.selbu,0,0.0141,2,0,0,2,0,0,1,"no.selbu: no.selb,u"
no.xn--snase-nra,0,0,2,0,0,1,0,0,1,"no.snåase: no.sn,å,ase #IDN"
no.lund,0,0,2,0,0,1,0,0,1,"no.lund: no.lund"
no.xn--vgsy-qoa0j,0,0,2,0,0,1,0,0,1,"no.vågsøy: no.v,å,gs,ø,y #IDN"
no.vaga,0,0.0127,2,0,0,2,0,0,1,"no.vaga: no.vaga"
no.lardal,0,0.0144,2,0,0,2,0,0,1,"no.lardal: no.lard,al"
no.tysvar,0,0.014,2,0,0,2,0,0,1,"no.tysvar: no.tys,var"
no.ski,0,0.0141,2,0,0,2,0,0,1,"no.ski: no.ski"
no.tysfjord,0,0.0127,2,0,0,2,0,0,1,"no.tysfjord: no.tys,fjord"
no.xn--sandy-yua,0,0,2,0,0,1,0,0,1,"no.sandøy: no.sand,ø,y #IDN"
no.aure,0,0.015,2,0,0,2,0,0,1,"no.aure: no.aure"
no.stange,0,0.014,2,0,0,2,0,0,1,"no.stange: no.stan,ge"
no.xn--krdsherad-m8a,0,0,2,0,0,1,0,0,1,"no.krødsherad: no.kr,ø,dsh,erad #IDN"
no.sveio,0,0,2,0,0,1,0,0,1,"no.sveio: no.sve,io"
no.xn--kvnangen-k0a,0,0,2,0,0,1,0,0,1,"no.kvænangen: no.kv,æ,nang,en #IDN"
no.selje,0,0.0152,2,0,0,2,0,0,1,"no.selje: no.sel,je"
no.vang,0,0.0139,2,0,0,2,0,0,1,"no.vang: no.vang"
no.agdenes,0,0.0138,2,0,0,2,0,0,1,"no.agdenes: no.agde,nes"
no.asnes,0,0.015,2,0,0,2,0,0,1,"no.asnes: no.asne,s"
no.xn--givuotna-8ya,0,0,2,0,0,1,0,0,1,"no.gáivuotna: no.g,á,ivu,otn,a #IDN"
no.xn--sr-odal-q1a,0,0,2,0,0,1,0,0,1,"no.sør-odal: no.s,ø,r,-,odal #IDN"
no.vevelstad,0,0.0126,2,0,0,2,0,0,1,"no.vevelstad: no.vev,elst,ad"
no.xn--sr-varanger-ggb,0,0,2,0,0,1,0,0,1,"no.sør-varanger: no.s,ø,r,-,vara,nge,r #IDN"
no.vanylven,0,0.0126,2,0,0,2,0,0,1,"no.vanylven: no.vany,lven"
no.skedsmokorset,0,0.0128,2,0,0,2,0,0,1,"no.skedsmokorset: no.sked,smoko,rset"
no.haugesund,0,0.0155,2,0,0,2,0,0,1,"no.haugesund: no.hauge,sund"
no.xn--vegrshei-c0a,0,0,2,0,0,1,0,0,1,"no.vegårshei: no.veg,å,rshe,i #IDN"
no.lavangen,0,0,2,0,0,1,0,0,1,"no.lavangen: no.lava,nge,n"
no.lahppi,0,0.0145,2,0,0,2,0,0,1,"no.lahppi: no.lah,ppi"
no.nordreisa,0,0.0143,2,0,0,2,0,0,1,"no.nordreisa: no.nord,reis,a"
no.skjervoy,0,0,2,0,0,1,0,0,1,"no.skjervoy: no.skjer,voy"
no.stord,0,0.0128,2,0,0,2,0,0,1,"no.stord: no.stor,d"
no.amli,0,0.0138,2,0,0,2,0,0,1,"no.amli: no.amli"
no.bahccavuotna,0,0.015,2,0,0,2,0,0,1,"no.bahccavuotna: no.bah,ccav,uot,na"
no.voagat,0,0.0139,2,0,0,2,0,0,1,"no.voagat: no.voa,gat"
no.bomlo,0,0.0149,2,0,0,2,0,0,1,"no.bomlo: no.bom,lo"
no.torsken,0,0,2,0,0,1,0,0,1,"no.torsken: no.tors,ken"
no.vaapste,0,0.0127,2,0,0,2,0,0,1,"no.vaapste: no.vaa,pste"
no.hjelmeland,0,0.0146,2,0,0,2,0,0,1,"no.hjelmeland: no.hje,lme,land"
no.nissedal,0,0.0143,2,0,0,2,0,0,1,"no.nissedal: no.nisse,dal"
no.roan,0,0.0141,2,0,0,2,0,0,1,"no.roan: no.roan"
no.badaddja,0,0.015,2,0,0,2,0,0,1,"no.badaddja: no.bada,ddj,a"
no.blogspot,0.941,0.0413,2,4,4,36,33,1,1,"no.blogspot: no.blogs,pot"
no.amot,0,0.015,2,0,0,2,0,0,1,"no.amot: no.amot"
no.molde,0,0.0143,2,0,0,2,0,0,1,"no.molde: no.molde"
no.skedsmo,0,0.0141,2,0,0,2,0,0,1,"no.skedsmo: no.sked,smo"
no.iveland,0,0.0145,2,0,0,2,0,0,1,"no.iveland: no.ivel,and"
no.xn--kvitsy-fya,0,0,2,0,0,1,0,0,1,"no.kvitsøy: no.kvi,ts,ø,y #IDN"
no.xn--frde-gra,0,0,2,0,0,1,0,0,1,"no.førde: no.f,ø,rde #IDN"
no.baidar,0,0.0137,2,0,0,2,0,0,1,"no.baidar: no.baid,ar"
no.xn--brum-voa,0,0.0139,2,0,0,2,0,0,1,"no.bærum: no.b,æ,rum #IDN"
no.eidsvoll,0,0.0148,2,0,0,2,0,0,1,"no.eidsvoll: no.eid,svo,ll"
no.vagsoy,0,0.0126,2,0,0,2,0,0,1,"no.vagsoy: no.vags,oy"
no.xn--finny-yua,0,0,2,0,0,1,0,0,1,"no.finnøy: no.finn,ø,y #IDN"
bom,0,0.0198,1,0,0,2,0,0,1,"bom: bom"
np,-0.788,0.6344,1,1,375,407,43,362,1,"np: np"
np.*,-0.788,0.58,2,374,374,406,43,362,1,"np.*: np.*"
boo,-1,0.0187,1,1,1,3,0,1,1,"boo: boo"
nr,-0.818,0.1642,1,16,17,26,1,10,1,"nr: nr"
nr.com,0,0.0187,2,0,0,2,0,0,1,"nr.com: nr.com"
nr.org,0,0.0152,2,0,0,2,0,0,1,"nr.org: nr.org"
nr.co,-0.333,0.0059,2,2,2,3,1,2,0,"nr.co: nr.co"
nr.gov,0,0.016,2,0,0,2,0,0,1,"nr.gov: nr.gov"
nr.biz,0,0.0149,2,0,0,2,0,0,1,"nr.biz: nr.biz"
nr.edu,0,0.0148,2,0,0,2,0,0,1,"nr.edu: nr.edu"
nr.net,0,0.0162,2,0,0,2,0,0,1,"nr.net: nr.net"
nr.info,0,0,2,0,0,1,0,0,1,"nr.info: nr.info"
bot,-1,0.0351,1,4,4,7,0,5,1,"bot: bot"
nu,-0.91,5.3355,1,3537,3644,3762,169,3584,1,"nu: nu"
nu.n,-1,0.02,2,7,7,9,0,9,0,"nu.n: nu.n"
nu.merseine,0.333,0.0157,2,2,2,5,2,1,1,"nu.merseine: nu.merseine"
nu.shacknet,0.5,0.0213,2,2,2,6,3,1,1,"nu.shacknet: nu.shack,net"
nu.ontheweb,0.882,0.0012,2,16,16,17,16,1,0,"nu.ontheweb: nu.ont,hew,eb"
nu.mine,-0.2,0.0635,2,8,8,12,4,6,1,"nu.mine: nu.mine"
nu.nom,0,0,2,0,0,1,0,0,1,"nu.nom: nu.nom"
nu.rr,0.978,0.0011,2,76,77,91,90,1,0,"nu.rr: nu.rr"
bnpparibas,-1,0.0824,1,9,9,14,0,12,1,"bnpparibas: bnp,pari,bas"
box,0.915,0.0898,1,6,132,167,158,7,1,"box: box"
box.fritz,0.975,0.0164,2,127,127,160,158,2,0,"box.fritz: box.fritz|b,ox.fritz"
storage,0,0.0191,1,0,0,2,0,0,1,"storage: storage"
nz,-0.625,5.8099,1,106,2682,3464,643,2784,1,"nz: nz"
nz.nym,0,0.013,2,0,0,2,0,0,1,"nz.nym: nz.nym"
nz.parliament,-1,0.0281,2,1,1,4,0,2,1,"nz.parliament: nz.parliament"
nz.ac,-1,0.3058,2,55,55,79,0,77,1,"nz.ac: nz.ac"
nz.geek,-1,0.0309,2,1,1,4,0,2,1,"nz.geek: nz.geek"
nz.gen,0.5,0.0346,2,1,1,6,3,1,1,"nz.gen: nz.gen"
nz.mil,-1,0.027,2,5,5,8,0,6,1,"nz.mil: nz.mil"
nz.health,-1,0.0292,2,2,2,5,0,3,1,"nz.health: nz.health"
nz.co,-0.765,3.8329,2,1882,1907,2366,278,2084,1,"nz.co: nz.co"
nz.co.webboutique,0.5,0.0048,3,4,4,8,6,2,0,"nz.co.webboutique: nz.co.webb,out,ique"
nz.co.blogspot,0.714,0.0429,3,2,2,9,6,1,1,"nz.co.blogspot: nz.co.blogs,pot"
nz.kiwi,0,0.0211,2,0,0,2,0,0,1,"nz.kiwi: nz.kiwi"
nz.school,-0.613,0.0742,2,26,26,33,6,25,1,"nz.school: nz.school"
nz.govt,-1,0.2942,2,96,96,99,0,97,1,"nz.govt: nz.govt"
nz.net,-1,0.1641,2,64,64,75,0,73,1,"nz.net: nz.net"
nz.xn--mori-qsa,0,0,2,0,0,1,0,0,1,"nz.māori: nz.m,ā,ori #IDN"
nz.cri,-1,0.0309,2,1,1,4,0,2,1,"nz.cri: nz.cri"
nz.org,-0.915,0.5089,2,273,273,331,14,315,1,"nz.org: nz.org"
nz.iwi,0.667,0.0207,2,1,2,8,5,1,1,"nz.iwi: nz.iwi"
nz.maori,0.982,0.0358,2,120,155,334,329,3,1,"nz.maori: nz.maori"
total,0,0.0208,1,0,0,2,0,0,1,"total: total"
suzuki,0,0.0161,1,0,0,2,0,0,1,"suzuki: suzuki"
om,-0.959,0.4929,1,64,135,164,3,144,1,"om: om"
om.com,-1,0.0717,2,7,7,10,0,8,1,"om.com: om.com"
om.gov,-0.907,0.105,2,35,35,45,2,41,1,"om.gov: om.gov"
om.net,-1,0.0259,2,1,1,3,0,1,1,"om.net: om.net"
om.pro,0,0,2,0,0,1,0,0,1,"om.pro: om.pro"
om.museum,0,0,2,0,0,1,0,0,1,"om.museum: om.museum"
om.edu,-1,0.0798,2,28,28,31,0,29,1,"om.edu: om.edu"
om.med,0,0,2,0,0,1,0,0,1,"om.med: om.med"
om.org,-1,0.0193,2,1,1,4,0,2,1,"om.org: om.org"
om.co,-1,0.0356,2,5,5,8,0,6,1,"om.co: om.co"
xn--qcka1pmc,0,0.0139,1,0,0,2,0,0,1,"グーグル: グーグル #IDN"
natura,-1,0.0183,1,1,1,3,0,1,1,"natura: natura"
xn--tiq49xqyj,0,0.0139,1,0,0,2,0,0,1,"天主教: 天主教 #IDN"
social,-1,0.1634,1,63,63,72,0,70,1,"social: social"
oz,0,0.0205,1,0,0,1,0,0,1,"oz: oz"
srl,-1,0.0388,1,8,8,10,0,8,1,"srl: srl"
xn--h2brj9c8c,0,0,1,0,0,1,0,0,1,"भारोत: भारोत #IDN"
dell,0,0.0203,1,0,0,2,0,0,1,"dell: dell"
pa,-0.807,0.6116,1,18,175,217,19,178,1,"pa: pa"
pa.com,-0.727,0.2584,2,92,92,112,15,95,1,"pa.com: pa.com"
pa.ac,-0.714,0.045,2,10,10,16,2,12,1,"pa.ac: pa.ac"
pa.ing,0,0,2,0,0,1,0,0,1,"pa.ing: pa.ing"
pa.org,-1,0.0288,2,2,2,4,0,2,1,"pa.org: pa.org"
pa.sld,0,0.0141,2,0,0,2,0,0,1,"pa.sld: pa.sld"
pa.med,0,0,2,0,0,1,0,0,1,"pa.med: pa.med"
pa.nom,0,0,2,0,0,1,0,0,1,"pa.nom: pa.nom"
pa.abo,0,0,2,0,0,1,0,0,1,"pa.abo: pa.abo"
pa.edu,-1,0.0452,2,11,11,14,0,12,1,"pa.edu: pa.edu"
pa.gob,-0.918,0.1299,2,47,47,51,2,47,1,"pa.gob: pa.gob"
pa.net,-1,0.0217,2,1,1,3,0,1,1,"pa.net: pa.net"
contractors,-1,0.0316,1,5,5,7,0,5,1,"contractors: contractors"
amex,0,0.0172,1,0,0,2,0,0,1,"amex: amex"
hitachi,-1,0.0261,1,1,1,4,0,2,1,"hitachi: hitachi"
srt,0,0.0201,1,0,0,2,0,0,1,"srt: srt"
pe,-0.215,3.3119,1,472,1401,2236,870,1347,1,"pe: pe"
pe.nym,0,0,2,0,0,1,0,0,1,"pe.nym: pe.nym"
pe.co,0.333,0.0013,2,2,2,3,2,1,0,"pe.co: pe.co"
pe.gob,-0.817,0.4808,2,203,206,221,20,199,1,"pe.gob: pe.gob"
pe.gob.mintra,0.818,0.0016,3,4,4,11,10,1,0,"pe.gob.mintra: pe.gob.mint,ra|p,e.g,ob.mint,ra"
pe.com,-0.473,0.916,2,385,415,518,136,380,1,"pe.com: pe.com"
pe.com.drb,0.818,0.0024,3,4,4,11,10,1,0,"pe.com.drb: pe.com.drb|p,e.c,om.drb"
pe.net,-0.5,0.0434,2,8,8,10,2,6,1,"pe.net: pe.net"
pe.sgis,0.818,0.0014,2,4,4,11,10,1,0,"pe.sgis: pe.sgis"
pe.mil,-1,0.0294,2,6,6,9,0,7,1,"pe.mil: pe.mil"
pe.nom,1,0.0196,2,1,1,3,1,0,1,"pe.nom: pe.nom"
pe.org,-0.867,0.1422,2,64,64,77,5,70,1,"pe.org: pe.org"
pe.blogspot,0.996,0.0359,2,19,19,521,518,1,1,"pe.blogspot: pe.blogs,pot"
pe.edu,-0.471,0.473,2,179,206,282,74,206,1,"pe.edu: pe.edu"
pe.edu.ujcm,0.953,0.0024,3,24,24,43,42,1,0,"pe.edu.ujcm: pe.edu.uj,cm|p,e.e,du.uj,cm"
pf,-0.682,0.1342,1,36,36,52,7,37,1,"pf: pf"
pf.com,0,0.0155,2,0,0,2,0,0,1,"pf.com: pf.com"
pf.org,0,0.0152,2,0,0,2,0,0,1,"pf.org: pf.org"
pf.edu,0,0.0174,2,0,0,2,0,0,1,"pf.edu: pf.edu"
pg,-0.951,0.1941,1,1,75,83,2,79,1,"pg: pg"
pg.*,-0.951,0.147,2,74,74,82,2,79,1,"pg.*: pg.*"
earth,-1,0.1124,1,22,22,29,0,27,1,"earth: earth"
fyi,-0.833,0.0735,1,22,22,26,2,22,1,"fyi: fyi"
ph,-0.766,2.8613,1,357,1070,1393,161,1214,1,"ph: ph"
ph.mil,-1,0.026,2,3,3,7,0,5,1,"ph.mil: ph.mil"
ph.i,-1,0.0224,2,0,0,3,0,1,1,"ph.i: ph.i"
ph.gov,-0.893,0.5275,2,169,169,245,13,230,1,"ph.gov: ph.gov"
ph.org,-0.6,0.0775,2,29,29,37,7,28,1,"ph.org: ph.org"
ph.url,0.143,0.0187,2,5,5,7,4,3,0,"ph.url: ph.url"
ph.com,-0.683,1.0164,2,376,390,507,80,425,1,"ph.com: ph.com"
ph.com.philcare,0.75,0.0016,3,3,3,8,7,1,0,"ph.com.philcare: ph.com.phil,care|p,h.c,om.phil,care"
ph.net,-1,0.048,2,13,13,15,0,13,1,"ph.net: ph.net"
ph.edu,-0.775,0.2604,2,106,107,144,16,126,1,"ph.edu: ph.edu"
ph.ngo,0,0.0153,2,0,0,2,0,0,1,"ph.ngo: ph.ngo"
luxury,-1,0.033,1,3,3,6,0,4,1,"luxury: luxury"
pk,-0.575,4.1517,1,722,1726,2229,468,1732,1,"pk: pk"
pk.gob,-1,0.0243,2,2,2,4,0,2,1,"pk.gob: pk.gob"
pk.gok,0,0.016,2,0,0,2,0,0,1,"pk.gok: pk.gok"
pk.gon,0,0.0135,2,0,0,2,0,0,1,"pk.gon: pk.gon"
pk.gop,-0.455,0.0472,2,8,8,13,3,8,1,"pk.gop: pk.gop"
pk.gos,-0.667,0.0314,2,5,5,8,1,5,1,"pk.gos: pk.gos"
pk.gov,-0.968,0.4326,2,149,149,188,3,183,1,"pk.gov: pk.gov"
pk.info,0,0,2,0,0,1,0,0,1,"pk.info: pk.info"
pk.biz,-1,0.0263,2,1,1,4,0,2,1,"pk.biz: pk.biz"
pk.com,-0.235,1.2519,2,480,504,739,282,455,1,"pk.com: pk.com"
pk.com.lapc,0.75,0.0019,3,5,5,8,7,1,0,"pk.com.lapc: pk.com.lapc|p,k.c,om.lapc"
pk.com.generation,0.978,0.0018,3,2,2,93,92,1,0,"pk.com.generation: pk.com.generation|p,k.c,om.generation"
pk.com.metroshoes,0.75,0.002,3,3,3,8,7,1,0,"pk.com.metroshoes: pk.com.metros,hoes|p,k.c,om.metros,hoes"
pk.net,-0.347,0.1032,2,32,39,51,16,33,1,"pk.net: pk.net"
pk.net.fiberlink,0.875,0.0014,3,8,8,16,15,1,0,"pk.net.fiberlink: pk.net.fiber,link|p,k.n,et.fiber,link"
pk.org,-0.714,0.1695,2,68,68,86,12,72,1,"pk.org: pk.org"
pk.base,0.333,0.0011,2,2,2,3,2,1,0,"pk.base: pk.base"
pk.mediatime,0.857,0.0014,2,3,3,14,13,1,0,"pk.mediatime: pk.media,time"
pk.fam,0,0.0148,2,0,0,2,0,0,1,"pk.fam: pk.fam"
pk.web,-1,0.0282,2,2,2,5,0,3,1,"pk.web: pk.web"
pk.edu,-0.725,0.5693,2,215,226,307,42,263,1,"pk.edu: pk.edu"
pl,-0.262,54.7501,1,25149,37744,49014,17942,30659,1,"pl: pl"
pl.rybnik,-0.556,0.0412,2,7,7,11,2,7,1,"pl.rybnik: pl.rybnik"
pl.netserwer,0.931,0.0027,2,14,14,29,28,1,0,"pl.netserwer: pl.nets,erwer"
pl.lomza,0.96,0.0325,2,139,161,300,292,6,1,"pl.lomza: pl.lomza"
pl.lomza.oke,0.882,0.0013,3,8,8,17,16,1,0,"pl.lomza.oke: pl.lomza.oke|p,l.lo,mza.oke"
pl.lomza.diecezja,0.75,0.001,3,4,4,8,7,1,0,"pl.lomza.diecezja: pl.lomza.diecezja|p,l.lo,mza.diecezja"
pl.walbrzych,0.976,0.0339,2,233,277,502,494,6,1,"pl.walbrzych: pl.walbrzych"
pl.walbrzych.um,0.889,0.0012,3,9,9,18,17,1,0,"pl.walbrzych.um: pl.walbrzych.um|p,l.wal,brz,ych.um"
pl.walbrzych.dami,0.778,0.001,3,6,6,9,8,1,0,"pl.walbrzych.dami: pl.walbrzych.dami|p,l.wal,brz,ych.dami"
pl.walbrzych.zdkium,0.714,0.001,3,2,2,7,6,1,0,"pl.walbrzych.zdkium: pl.walbrzych.zdk,ium|p,l.wal,brz,ych.zdk,ium"
pl.zarow,-1,0.0194,2,0,0,3,0,1,1,"pl.zarow: pl.zarow"
pl.krakow,-0.841,0.1772,2,82,82,90,7,81,1,"pl.krakow: pl.krakow"
pl.cieszyn,-1,0.0355,2,5,5,8,0,6,1,"pl.cieszyn: pl.cieszyn"
pl.kielce,-0.714,0.0261,2,12,12,14,2,12,0,"pl.kielce: pl.kielce"
pl.mail,-1,0.0206,2,0,0,3,0,1,1,"pl.mail: pl.mail"
pl.5v,0.2,0.0124,2,2,2,5,3,2,0,"pl.5v: pl.5,v"
pl.zachpomor,0.947,0.02,2,20,21,40,37,1,1,"pl.zachpomor: pl.zachpomor"
pl.miasta,0.963,0.0186,2,15,29,56,53,1,1,"pl.miasta: pl.miasta"
pl.nazwa,0.852,0.0331,2,15,15,27,25,2,0,"pl.nazwa: pl.nazwa"
pl.az,0.2,0.0107,2,3,3,5,3,2,0,"pl.az: pl.az"
pl.co,-1,0.2243,2,124,124,126,0,124,1,"pl.co: pl.co"
pl.takedrivers,0.947,0.0011,2,23,23,38,37,1,0,"pl.takedrivers: pl.taked,rivers"
pl.pc,-1,0.0275,2,0,0,3,0,1,1,"pl.pc: pl.pc"
pl.tm,0,0.0196,2,1,1,4,1,1,1,"pl.tm: pl.tm"
pl.xn,0,0.003,2,2,2,4,2,2,0,"pl.xn: pl.xn"
pl.za,0.333,0.0124,2,2,2,3,2,1,0,"pl.za: pl.za"
pl.czest,0.986,0.0446,2,421,556,972,963,7,1,"pl.czest: pl.czes,t"
pl.czest.mzd,0.8,0.0017,3,1,3,10,9,1,0,"pl.czest.mzd: pl.czes,t.mzd|p,l.cz,est.mzd"
pl.czest.ajd,0.982,0.0019,3,68,76,114,113,1,0,"pl.czest.ajd: pl.czes,t.ajd|p,l.cz,est.ajd"
pl.czest.mpk,0.667,0.001,3,2,2,6,5,1,0,"pl.czest.mpk: pl.czes,t.mpk|p,l.cz,est.mpk"
pl.sejny,-1,0.0231,2,0,0,3,0,1,1,"pl.sejny: pl.sejny"
pl.radom,-0.8,0.0549,2,9,9,12,1,9,1,"pl.radom: pl.radom"
pl.beep,0.333,0.0228,2,1,1,5,2,1,1,"pl.beep: pl.beep"
pl.forgehost,0.5,0.0013,2,1,2,4,3,1,0,"pl.forgehost: pl.forge,host"
pl.frix,0.5,0.0016,2,3,3,4,3,1,0,"pl.frix: pl.frix"
pl.trixy,0.667,0.0015,2,4,4,6,5,1,0,"pl.trixy: pl.trix,y"
pl.kartuzy,-1,0.0255,2,0,0,3,0,1,1,"pl.kartuzy: pl.kartuzy"
pl.beskidy,-1,0.0307,2,1,1,4,0,2,1,"pl.beskidy: pl.besk,idy"
pl.malopolska,-1,0.0445,2,7,7,11,0,9,1,"pl.malopolska: pl.malopolska"
